City,Date,AQI
Agra,2022-02-14,141.0
Agra,2022-02-15,140.0
Agra,2022-02-16,150.0
Agra,2022-02-17,130.0
Agra,2022-02-18,130.0
Agra,2022-02-19,78.0
Agra,2022-02-20,98.0
Agra,2022-02-21,109.0
Agra,2022-02-22,104.0
Agra,2022-02-23,98.0
Agra,2022-02-24,154.0
Agra,2022-02-25,185.0
Agra,2022-02-26,89.0
Agra,2022-02-27,43.0
Agra,2022-02-28,68.0
Agra,2022-03-01,100.0
Agra,2022-03-02,118.0
Agra,2022-03-03,118.0
Agra,2022-03-04,157.0
Agra,2022-03-05,71.0
Agra,2022-03-06,102.0
Agra,2022-03-07,140.0
Agra,2022-03-08,137.0
Agra,2022-03-09,147.0
Agra,2022-03-10,135.0
Agra,2022-03-11,99.0
Agra,2022-03-12,92.0
Agra,2022-03-13,101.0
Agra,2022-03-14,142.0
Agra,2022-03-15,153.0
Agra,2022-03-16,160.0
Agra,2022-03-17,106.0
Agra,2022-03-18,225.0
Agra,2022-03-19,177.0
Agra,2022-03-20,114.0
Agra,2022-03-21,118.0
Agra,2022-03-22,136.0
Agra,2022-03-23,142.0
Agra,2022-03-24,153.0
Agra,2022-03-25,145.0
Agra,2022-03-26,116.0
Agra,2022-03-27,128.0
Agra,2022-03-28,140.0
Agra,2022-03-29,150.0
Agra,2022-03-30,158.0
Agra,2022-03-31,134.0
Agra,2022-04-01,150.0
Agra,2022-04-02,137.0
Agra,2022-04-03,106.0
Agra,2022-04-04,136.0
Agra,2022-04-05,161.0
Agra,2022-04-06,133.0
Agra,2022-04-07,137.0
Agra,2022-04-08,135.0
Agra,2022-04-09,149.0
Agra,2022-04-10,132.0
Agra,2022-04-11,130.0
Agra,2022-04-12,137.0
Agra,2022-04-13,159.0
Agra,2022-04-14,138.0
Agra,2022-04-15,253.0
Agra,2022-04-16,141.0
Agra,2022-04-17,127.0
Agra,2022-04-18,135.0
Agra,2022-04-19,154.0
Agra,2022-04-20,124.0
Agra,2022-04-21,134.0
Agra,2022-04-22,155.0
Agra,2022-04-23,135.0
Agra,2022-04-24,148.0
Agra,2022-04-25,151.0
Agra,2022-04-26,178.0
Agra,2022-04-27,147.0
Agra,2022-04-28,126.0
Agra,2022-04-29,125.0
Agra,2022-04-30,103.0
Agra,2022-05-01,145.0
Agra,2022-05-02,144.0
Agra,2022-05-03,157.0
Agra,2022-05-04,166.0
Agra,2022-05-05,109.0
Agra,2022-05-06,118.0
Agra,2022-05-07,98.0
Agra,2022-05-08,122.0
Agra,2022-05-09,110.0
Agra,2022-05-10,93.0
Agra,2022-05-11,101.0
Agra,2022-05-12,88.0
Agra,2022-05-13,114.0
Agra,2022-05-14,141.0
Agra,2022-05-15,140.0
Agra,2022-05-16,154.0
Agra,2022-05-17,194.0
Agra,2022-05-18,154.0
Agra,2022-05-19,116.0
Agra,2022-05-20,171.0
Agra,2022-05-21,159.0
Agra,2022-05-22,148.0
Agra,2022-05-23,107.0
Agra,2022-05-24,48.0
Agra,2022-05-25,88.0
Agra,2022-05-26,119.0
Agra,2022-05-27,105.0
Agra,2022-05-28,95.0
Agra,2022-05-29,167.0
Agra,2022-05-30,109.0
Agra,2022-05-31,128.0
Agra,2022-06-01,188.0
Agra,2022-06-02,132.0
Agra,2022-06-03,127.0
Agra,2022-06-04,122.0
Agra,2022-06-05,113.0
Agra,2022-06-06,121.0
Agra,2022-06-07,143.0
Agra,2022-06-08,210.0
Agra,2022-06-09,123.0
Agra,2022-06-10,183.0
Agra,2022-06-11,178.0
Agra,2022-06-12,128.0
Agra,2022-06-13,90.0
Agra,2022-06-14,91.0
Agra,2022-06-15,82.0
Agra,2022-06-16,80.0
Agra,2022-06-17,41.0
Agra,2022-06-18,38.0
Agra,2022-06-19,24.0
Agra,2022-06-20,38.0
Agra,2022-06-21,49.0
Agra,2022-06-22,72.0
Agra,2022-06-23,106.0
Agra,2022-06-24,134.0
Agra,2022-06-25,140.0
Agra,2022-06-26,85.0
Agra,2022-06-27,69.0
Agra,2022-06-28,70.0
Agra,2022-06-29,63.0
Agra,2022-06-30,31.0
Agra,2022-07-01,42.0
Agra,2022-07-02,59.0
Agra,2022-07-03,24.0
Agra,2022-07-04,28.0
Agra,2022-07-05,45.0
Agra,2022-07-06,58.0
Agra,2022-07-07,69.0
Agra,2022-07-08,50.0
Agra,2022-07-09,66.0
Agra,2022-07-10,38.0
Agra,2022-07-11,44.0
